SiduriMakorPitzul,MbNifkadGalKodem,Siduri,wave,s_seker,MishkalMb,sumHPensiaShnatit,sumHHishShnatit,sumHGemelShnatit,sumHMilgaShnatit,sumHHulShnatit,sumHAnashimShnatit,HRibitShnatit,HHashkaotShnatit,HDividendShnatit,HSchirutShnatit,HEsekShnatit,SachNefashot,Nefashot0_17,Nefashot18up,Men18up,Women18up,m_SetachMigrashBayitprati,ShuviDira,ShanaRechishaK1,ChodeshRechishaK1,ChodeshRechishaB1,m_DmeSchirutChodeshi,MatbeaKnuya1,MatbeaBniya1,MatbeaAlutBniya1,AimMekura1,AlutBniya1,BaayaBiluy1,BaayaChinuch1,BaayaChoshech1,BaayaHaznacha1,BaayaKvish1,BaayaMatos1,BaayaMifal1,BaayaRakevet1,BaayaRech1,BaayaZevel1,BaayaZihum1,ChanayaPratit1,ChederAronot1,ChisachonAtid1,ChisachonHayom1,DiraMedurag1,GinaPratit1,GodelGinaPratit1,HagdalatDira1,HasakaPratit1,K_MispHadarim1,K_MispHadarimMegurim1,KamaGinaPratit1,KamaKivun1,KamaMirpeset1,KamaSherutim1,Kivun1,Maaliyot1,MachsanBetochD1,MachsanMiD1,MazavKAtid1,MazavKAvar1,MechirBniya1,MechirKnuya1,MekorSetach1,MirpesetChitzonit1,MirpesetSherut1,MispDirotBinyan1,MispKomotBinyan1,Mocher1,MspDirotBeKomatMegurim1,NofAntena1,NofGag1,NofKvish1,NofKvishPnimi1,NofRakevet1,NofSetachPatuch1,NofSetachYarok1,NofYam1,OfenBaalut1,OfenBaalutMigrash1,SetachBayitpratY1,SetachDira1,Sfarim1,ShanaBniya1,ShanaRechishaB1,SinuyimPnimiimBDira1,SugDira1,k_baalut1,k_MispMeconiyot1,k_mizug1,k_ShaotOzeret1,Meconit1,Ozeret1,ShuviDiraYoter1,SinuyDira21,SinuyDiraP21,TahasokaAcheretOzeret1,TahasokaOzeretMesh1,TahasokaOzeretSiu1,TahasokaOzeretYeLed1,sumHMosdotShnatitnew,SacShnatikolel_Lembnew
,1,3936,3,2015,775.1611723,0,0,0,0,0,0,0,0,0,20400,0,4,1,3,1,2,,,2004,6,,,1,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,4,4,,,,2,,0,1,1,99999998,3,,300000,3,2,1,2,4,1,2,,,,,,,,,1,,,90,2,7,,,4,1,1,2,,1,2,,2,2,,,,,1543.333333,212371.3333
,1,3937,3,2015,553.3733071,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,450000,2001,6,,,2,,,,,,,,,,,,,,,,2,2,3,5,2,2,,,3,3,3,,,,2,,0,2,2,3,3,,72000,3,2,2,3,4,1,4,,,,,,,,,1,,,74,3,4,,,4,1,,3,,2,2,,2,2,,,,,0,78000
,1,3938,3,2015,391.9956071,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,2000,1,,,1,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,3,,,,1,,0,2,2,3,3,,60000,3,2,2,4,3,1,2,,,,,,,,,1,,,55,2,99999998,,,4,1,,2,,2,2,,2,2,,,,,74972,74972
,1,3939,3,2015,260.9642377,0,0,0,0,3600,0,0,0,0,0,0,3,0,3,1,2,,440634,1998,9,,,2,,,,,,,,,,,,,,,,2,2,1,4,1,2,,,3,4,4,,,,2,,0,2,2,4,5,,126000,3,,2,3,6,1,2,,,,,,,,,1,,,100,3,99999998,,,4,1,,2,,2,2,,2,2,,,,,65610,94758
,1,3940,3,2015,436.2410437,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,3500,,,,,,2,2,2,2,1,1,2,2,2,2,2,2,2,4,3,2,,,,3,4,4,,3,,2,4,1,2,2,3,5,,,3,2,1,4,8,,4,2,1,2,1,2,2,2,2,,,,,2,99999998,,,4,2,,2,,2,2,,,,,,,,76888.5,76888.5
,1,3941,3,2015,550.653354,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,1,,,2003,8,,,2,,,1,,,,,,,,,,,,,1,2,3,2,2,2,,,3,3,3,,,,1,,0,2,2,2,3,,118000,3,2,1,3,3,1,3,,,,,,,,,1,,,80,4,5,,,4,1,1,2,,1,2,,2,2,,,,,1700.416667,310207.9167
,2,3942,3,2015,270.7324888,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,2,,,,,,4300,,,,1,,2,2,2,2,2,2,2,2,2,2,2,1,2,3,5,2,,,,3,4,4,,2,1,2,2,1,2,1,4,4,,,4,1,1,3,5,,3,2,1,2,2,2,2,2,2,,,,,3,7,,,4,2,,2,,2,2,,,,,,,,64180.83333,64180.83333
,1,3943,3,2015,507.0222618,6000,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,330,,,,,,,,,,,,,,,,,,2,99999998,3,2,2,,,3,1,1,,,,1,,2,2,2,4,3,,,2,2,2,5,8,,99999998,,,,,,,,,,,,39,2,,,,4,2,,2,,2,2,,,,,,,,75088,81088
,1,3949,3,2015,820.9515867,0,0,0,0,3600,0,0,0,0,0,0,2,0,2,1,1,,,,,,2800,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,2,2,,,,1,,0,2,2,3,3,,,3,2,2,1,2,,1,,,,,,,,,,,,30,3,,,,4,2,,2,2,2,1,,,,2,1,1,2,59536.5,63136.5
,1,3950,3,2015,678.5389217,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,1850,,,,,,,,,,,,,,,,,,2,4,4,2,2,,,3,3,3,,,1,2,,0,2,1,3,3,,,4,1,2,,,,,,,,,,,,,,,,64,5,,,,5,2,1,2,,1,2,,,,,,,,57549.77778,59949.77778
,1,3951,3,2015,487.8959044,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,3200,,,,,,,,,,,,,,,,,,2,3,2,2,2,,,3,2,1,,,,1,,0,2,2,3,3,,,2,2,1,4,4,,2,,,,,,,,,,,,65,3,,,,4,2,,2,,2,2,,,,,,,,0,84000
,1,3952,3,2015,501.9521526,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,3,,,,,,2700,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,4,4,,,1,2,,1,2,2,3,3,,,4,1,1,3,5,,4,,,,,,,,,,,,100,1,,,,4,2,,2,,2,2,,,,,,,,30313.5,30313.5
,1,3953,3,2015,572.1675497,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,2001,3,,,2,,,,,,,,,,,,,,,,2,2,3,3,2,2,,,3,3,3,,,1,2,,0,2,2,3,3,,80000,4,1,2,2,3,1,3,,,,,,,,,1,,,90,3,99999998,,,1,1,,3,,2,2,,2,2,,,,,0,136800
,1,3954,3,2015,569.9132193,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,,,,,,2750,,,,,,,,,,,,,,,,,,2,4,5,2,2,,,3,1,3,,,,2,,0,2,2,3,1,,,,2,2,4,4,,3,,,,,,,,,,,,99999998,4,,,,4,2,,3,,2,2,,,,,,,,2449.666667,142449.6667
,1,3955,3,2015,1098.485089,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,2002,99999998,,,1,,,1,,,,,,,,,,,,,1,2,3,3,2,2,,,2,4,4,,,1,2,,1,2,1,3,3,,420000,3,1,1,5,12,2,5,,,,,,,,,1,,,137,1,8,,,4,1,,3,,2,2,3,2,2,,,,,0,75600
,1,3956,3,2015,283.282779,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,,,,,3200,,,,,,,,,,,,,,,,,,2,3,3,1,1,200,,3,3,3,1,,,1,,0,1,2,3,3,,,2,,2,2,4,,2,,,,,,,,,,,,80,4,,,,2,2,1,2,,1,2,,,,,,,,20760,281160
,1,3957,3,2015,532.2391786,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2200,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,2,2,,,,1,,0,2,2,4,4,,,4,2,1,3,4,,4,,,,,,,,,,,,70,3,,,,4,2,1,2,,1,2,,,,,,,,54450,54450
,1,3958,3,2015,653.9876968,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,1700,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,3,3,,,,1,,0,2,2,99999998,3,,,3,2,1,5,7,,2,,,,,,,,,,,,74,3,,,,4,2,1,3,,1,2,,,,,,,,24517.66667,64557.66667
,1,3960,3,2015,530.4835673,0,0,0,0,0,0,0,0,0,0,0,7,2,5,3,2,,,,,,2600,,,,,,2,1,2,2,1,2,2,2,2,2,2,2,2,4,3,2,,,,3,4,4,,3,,1,3,0,1,2,3,4,,,4,2,2,3,4,,2,2,1,2,1,2,2,1,2,,,,90,2,99999998,,,4,2,1,3,,1,2,,,,,,,,4635.666667,251774.6667
,1,3962,3,2015,299.02133,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,,,,,1800,,,,,,1,2,2,2,1,2,2,2,1,2,2,2,2,4,3,2,,,,3,3,3,,3,,1,2,0,2,2,3,3,,,,2,1,3,4,,4,2,1,1,1,2,2,2,2,,,,99999998,6,4,,,4,2,,3,,2,2,,,,,,,,36768.5,127080.5
,1,3963,3,2015,801.4403631,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,,,100,,,,,,,,,,,,,,,,,,2,4,5,2,2,,,3,2,2,,,1,1,,0,2,2,3,3,,,3,1,1,3,3,,2,,,,,,,,,,,,44,4,,,,4,2,,2,,2,2,,,,,,,,24276,24276
,1,3964,3,2015,608.8691036,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,,,2,3,3,3,,2,,1,99999998,0,2,2,2,3,,,,2,2,3,3,,2,2,2,2,2,2,2,2,2,,,,99999998,3,99999998,,2,4,3,,3,,2,2,,,,,,,,0,94440
,1,3965,3,2015,511.6363962,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,1400,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,3,3,,,,2,,0,2,1,99999998,3,,,4,2,1,2,3,,2,,,,,,,,,,,,80,3,,,,4,2,,2,,2,2,,,,,,,,82212,82212
,1,3966,3,2015,820.9515867,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2500,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,3,3,,,,2,,0,2,2,4,3,,,3,2,2,2,3,,3,,,,,,,,,,,,70,3,,,,4,2,,2,4,2,1,,,,2,1,1,2,75985.5,75985.5
,1,3967,3,2015,353.1753885,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,,200000,1999,12,,,,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,3,,,1,2,,1,2,2,99999998,2,,99999998,,1,1,4,8,1,6,,,,,,,,,1,,,99999998,2,99999998,,,4,1,,2,,2,2,,2,2,,,,,33176,33176
,1,3969,3,2015,507.7124894,17616,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,99999998,2002,4,,,1,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,3,,,,2,,0,2,2,3,4,,411000,3,2,1,3,4,1,3,,,,,,,,,1,,,78,3,2,,,4,1,,2,,2,2,,2,2,,,,,63125.5,80741.5
,1,3970,3,2015,328.2067688,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,750000,2000,99999998,,,2,,,,,,,,,,,,,,,,2,2,3,2,1,2,,,3,4,4,,,,2,,0,1,1,99999998,4,,123000,3,,1,,,2,,,,,,,,,,1,,,105,3,99999998,,,6,1,1,3,,1,2,,2,2,,,,,2550,134082
,1,3971,3,2015,238.767768,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,2,,,,,,3700,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,4,5,1,1,20,,3,5,5,1,2,,3,4,0,1,1,3,3,,,4,,1,2,2,,2,2,1,1,2,1,2,1,1,,,,,3,8,,,4,2,1,2,,1,2,,,,,,,,34444.5,197104.5
,1,3972,3,2015,466.0887641,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,500000,2009,99999998,,,1,,,,,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,2,,,2,3,4,4,,2,,1,1,0,2,2,3,3,,330000,3,2,2,4,4,1,2,2,1,1,2,2,2,2,2,1,,,84,4,99999998,,2,4,1,1,1,,1,2,,,,,,,,0,144200
,1,3974,3,2015,506.5511864,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2600,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,3,1,1,,,1,1,,0,2,2,4,3,,,4,1,1,2,4,,2,,,,,,,,,,,,30,2,,,,4,2,,3,,2,2,,,,,,,,15674,136004
,1,3975,3,2015,617.3572785,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,600000,2012,7,,,1,,,,,2,1,2,2,1,2,2,2,2,2,2,2,2,4,5,2,,,2,3,3,3,,2,,1,1,0,2,1,99999998,4,,450000,3,2,2,2,5,1,2,2,1,2,1,2,2,2,2,1,,,,1,5,,2,4,1,1,2,,1,2,,,,,,,,0,118080
,2,3976,3,2015,593.3699091,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,1700,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,,,,3,3,3,,2,1,1,4,0,2,2,3,3,,,3,1,2,3,4,,8,2,1,2,2,2,2,2,2,,,,65,3,99999998,,,4,2,,3,,2,2,,,,,,,,64088.25,64088.25
,1,3977,3,2015,288.4396274,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,100,,,,,,,,,,,,,,,,,,2,4,3,2,1,,,3,3,3,99999998,,,1,,0,2,2,99999998,3,,,4,2,2,1,1,,99999998,,,,,,,,,,,,60,4,,,,3,2,1,2,,1,2,,,,,,,,17270,17270
,1,3979,3,2015,668.8311143,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,99999998,2000,1,,,2,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,3,,,1,1,,0,2,2,3,3,,64500,1,1,1,2,4,2,2,,,,,,,,,1,,,76,2,4,,,4,1,,3,,2,2,,2,2,,,,,27496.5,58414.5
,1,3980,3,2015,308.8216416,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,,700000,2000,8,,,2,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,4,4,,,,2,,0,2,2,99999998,3,,91000,4,,2,2,3,1,2,,,,,,,,,1,,,102,2,99999998,,,4,1,,2,,2,2,,2,2,,,,,0,40800
,1,3981,3,2015,436.6434757,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,,,,,,2700,,,,,,,,,,,,,,,,,,,4,3,,,,,,1,1,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,1,,,1,2,,,,,,,,1741.25,63961.25
,1,3982,3,2015,965.4721044,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,3,3,3,,,,1,,1,2,2,3,3,,,3,2,2,4,8,,4,,,,,,,,,,,,68,2,,,,4,3,2,1,,1,2,,,,,,,,3229.666667,174229.6667
,1,3983,3,2015,276.2826237,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,,,,,1800,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,3,3,3,,,,2,,0,1,2,99999998,3,,,3,2,2,4,4,,2,,,,,,,,,,,,100,1,,,,4,2,1,2,,1,2,,,,,,,,32638.5,135262.5
,1,3984,3,2015,722.3720285,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,,,,1,1,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,4,,,,5,7,,,8,1,2,,,1,2,,1,1,,,,,1680,1680
,1,3985,3,2015,450.831254,0,0,0,0,0,0,0,0,0,0,0,6,0,6,2,4,,99999998,,,,,,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,4,3,,,,1,,0,2,2,3,5,,,4,2,2,1,4,,3,,,,,,,,,,,,70,3,,,,4,1,1,2,,1,2,,,,,,,,25904,25904
,1,3986,3,2015,551.9909429,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,340,,,,,,,,,,,,,,,,,,2,4,3,1,2,,,3,2,2,,,,1,,4,1,2,99999998,4,,,2,,2,5,5,,4,,,,,,,,,,,,23,1,,,,4,2,,2,,2,2,,,,,,,,66072,66072
,1,3988,3,2015,425.6949322,0,0,0,0,0,0,0,0,0,24000,0,3,1,2,1,1,,,,,,3000,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,,,,3,3,3,,3,,1,5,0,1,1,4,2,,,4,2,2,,,,,2,2,2,2,2,1,2,2,,,,,5,99999998,,,5,2,1,2,,1,2,,,,,,,,45724.33333,69724.33333
,1,3989,3,2015,545.0753067,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,2007,9,,,1,,,,,,,,,,,,,,,,2,2,4,2,2,2,,,3,3,3,,,1,2,,2,2,2,2,4,,400000,1,1,2,5,15,1,6,,,,,,,,,1,,,70,3,5,,,4,1,1,2,,1,2,3,2,2,,,,,22280,104270
,1,3990,3,2015,311.5641868,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,2,,,2001,99999998,,,2,,,,,,,,,,,,,,,,2,2,3,2,2,2,,,3,4,4,,,,1,,1,2,2,3,3,,86000,3,2,2,4,6,1,4,,,,,,,,,1,,,110,3,99999998,,,4,1,,2,,2,2,3,2,2,,,,,78612,245762
,1,3991,3,2015,226.9348539,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,2,,,,,,4000,,,,1,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,,3,4,4,,2,,2,99999998,1,2,2,3,3,,,3,2,2,2,4,,2,2,1,2,1,2,2,2,2,,,,92,3,99999998,,,4,2,1,2,,1,2,,,,,,,,44534.83333,175013.0152
,1,3992,3,2015,755.7054571,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,,,2008,99999998,,,1,,,2,,,,,,,,,,,,,1,2,3,3,2,2,,,3,3,3,,,1,1,,2,2,2,3,3,,630000,3,1,1,4,10,1,6,,,,,,,,,1,,,70,3,6,,,4,1,1,2,,1,2,3,2,2,,,,,0,210071.4792
,2,3995,3,2015,445.8474409,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2400,,,,,,2,2,2,2,2,1,2,2,1,2,2,2,2,4,3,2,,,,3,2,1,,1,,1,8,2,2,2,3,3,,,,2,1,4,9,,6,1,1,1,1,2,2,2,2,,,,99999998,6,99999998,,,4,2,,2,,2,2,,,,,,,,0,0
,1,3996,3,2015,339.6475007,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,3,,,,,,3500,,,,,,,,,,,,,,,,,,2,2,5,2,2,,,2,4,3,,,,1,,1,2,2,3,3,,,3,2,1,4,7,,4,,,,,,,,,,,,107,5,,,,4,2,1,2,,1,2,,,,,,,,36209.41667,156930.8333
,1,3997,3,2015,1903.416171,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,,,2011,9,,,1,,,1,,,,,,,,,,,,,1,2,99999999,99999999,2,2,,,3,4,3,,,,2,,0,2,2,3,3,,1150000,1,2,2,2,3,1,3,,,,,,,,,1,,,94,3,5,,,4,1,1,2,,1,2,,2,2,,,,,2969,35252.42857
,2,3998,3,2015,2019.216175,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,,,,,,2400,,,,,,2,1,2,2,1,1,2,2,2,2,99999998,2,2,3,3,2,,,,3,3,3,,2,1,2,1,1,2,1,2,2,,,,1,1,3,8,,2,99999998,2,1,1,2,2,1,2,,,,99999998,2,99999998,,,4,2,,2,,2,2,,,,,,,,0,23482.66667
,1,3999,3,2015,444.6178306,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2100,,,,,,2,2,2,2,1,1,2,1,2,2,2,2,2,4,3,2,,,,3,1,1,,2,1,1,6,0,2,2,99999998,4,,,4,1,1,2,4,,2,2,2,2,1,2,2,2,2,,,,,3,99999998,,,4,2,,2,,2,2,,,,,,,,65868,65868
,1,4002,3,2015,358.6521724,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2550,,,,,,,,,,,,,,,,,,2,3,5,2,2,,,3,3,3,,,,1,,1,2,2,99999998,5,,,4,2,1,5,10,,2,,,,,,,,,,,,76,3,,,,4,2,,3,,2,2,,,,,,,,0,129600
,1,4004,3,2015,623.1412286,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,2000,,,,,,,,,,,,,,,,,,2,4,5,2,2,,,3,2,2,,,,1,,0,2,2,3,3,,,4,2,2,2,3,,5,,,,,,,,,,,,40,2,,,,4,2,1,2,,1,2,,,,,,,,0,194500
,1,4005,3,2015,381.9892298,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,2,,,,,,3000,,,,,,,,,,,,,,,,,,2,99999998,5,2,2,,,3,4,4,,,,2,,2,2,1,99999998,4,,,4,2,1,5,14,,4,,,,,,,,,,,,100,4,,,,4,2,,2,,2,2,,,,,,,,3044,177044
,1,4006,3,2015,680.5383779,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,1,,99999998,2006,7,,,2,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,3,4,4,,,,2,,1,2,1,2,2,,73000,3,2,1,4,7,1,4,,,,,,,,,1,,,91,3,99999998,,,4,1,1,1,,1,2,,2,2,,,,,0,150000
,1,4007,3,2015,642.2063325,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,,,99999998,99999998,,,,,,,,,,,,,,,,,,,2,1,3,3,1,2,,,3,5,4,,,,2,,1,2,2,3,3,,99999998,1,,1,3,9,1,2,,,,,,,,,1,,,185,4,8,,,4,1,1,1,,1,2,,2,2,,,,,0,168000
,1,4008,3,2015,577.5837554,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,3000,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,3,3,2,,,1,0,,0,2,2,3,4,,,4,1,2,3,4,,4,,,,,,,,,,,,55,3,,,,4,2,1,3,,1,2,,,,,,,,0,90192.9
,1,4010,3,2015,586.7997927,0,0,0,0,3600,0,0,0,0,0,0,1,0,1,0,1,,,,,,2500,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,3,3,,,,1,,0,2,2,3,3,,,,2,2,3,4,,4,,,,,,,,,,,,99999998,6,,,,4,2,,3,,2,2,,,,,,,,38470,42070
,1,4012,3,2015,849.9958517,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,2,,,,,,2500,,,,,,2,2,2,2,1,1,2,2,2,2,2,2,2,4,5,2,,,,3,3,3,,2,,1,5,0,2,2,2,4,,,3,2,1,3,4,,4,2,1,2,1,2,2,2,2,,,,,3,6,,,4,2,1,2,,1,2,,,,,,,,1120,219520
,2,4014,3,2015,428.8095931,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,,900000,2007,10,,,2,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,,,2,3,5,5,,2,1,2,99999998,0,2,2,99999998,3,,110000,1,1,2,3,3,1,2,1,1,2,1,2,2,2,2,1,,,130,5,7,,1,4,1,1,2,,1,2,,,,,,,,0,430293
,1,4015,3,2015,915.4352991,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,3,,,,,,3200,,,,,,,,,,,,,,,,,,2,3,3,2,2,,,3,3,3,,,,1,,0,2,2,3,3,,,4,2,2,3,3,,2,,,,,,,,,,,,85,2,,,,4,2,,3,,2,2,,,,,,,,0,174000
,1,4019,3,2015,132.5395178,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,2,,,,,,4500,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,2,4,4,,,,2,,2,2,2,99999998,3,,,4,2,2,4,6,,1,,,,,,,,,,,,80,4,,,,4,2,,2,,2,2,,,,,,,,1078,155023
,1,4021,3,2015,725.3542012,0,0,0,0,0,10200,0,0,0,0,0,3,2,1,0,1,,,,,,100,,,,,,,,,,,,,,,,,,2,3,5,2,2,,,3,3,3,,,,1,,0,2,2,3,3,,,2,2,2,4,4,,2,,,,,,,,,,,,55,4,,,,4,2,,3,,2,2,,,,,,,,41261.83333,76661.83333
,1,4023,3,2015,435.2377973,0,0,0,0,0,0,1000,0,0,0,0,6,4,2,1,1,,,2007,10,,,1,,,3,,,,,,,,,,,,,1,2,1,2,2,1,70,,3,5,5,1,,1,3,,0,1,1,3,2,,1200000,1,1,1,,,2,,,,,,,,,,1,,,210,5,9,,,5,1,2,1,,1,2,,2,2,,,,,6465.666667,361465.6667
,2,4024,3,2015,607.6473043,0,0,0,0,0,0,0,0,0,30000,0,2,0,2,1,1,,,,,,,,,,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,,,,1,2,1,,3,1,1,5,0,2,1,3,3,,,4,1,1,,,,,2,2,2,1,2,1,1,2,,,,80,1,99999998,,,8,4,1,1,,1,2,,,,,,,,0,568563
,1,4027,3,2015,591.3732934,0,0,0,0,0,21600,0,0,0,0,0,3,1,2,1,1,,,2007,3,,,1,,,2,,,,,,,,,,,,,1,1,3,5,2,2,,,3,4,4,,,1,2,,1,2,2,3,3,,480000,1,1,1,4,6,2,4,,,,,,,,,1,,,102,3,9,,,4,1,,2,,2,2,3,2,2,,,,,1543.333333,239143.3333
,1,4029,3,2015,310.0050915,0,0,0,0,3600,0,0,0,0,0,0,2,0,2,2,0,,,,,,190,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,2,2,,,,1,,0,2,2,3,3,,,,2,2,4,3,,2,,,,,,,,,,,,99999998,5,,,,4,2,,2,,2,2,,,,,,,,56010,59610
,1,4030,3,2015,715.9685388,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,,,,,,200,,,,,,,,,,,,,,,,,,2,3,3,2,2,,,3,3,3,,,,1,,0,2,2,99999998,4,,,4,2,1,3,4,,4,,,,,,,,,,,,80,2,,,,4,2,,2,,2,2,,,,,,,,28614,33614
,1,4031,3,2015,471.2160141,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,,,,,,100,,,,,,,,,,,,,,,,,,2,4,5,2,2,,,3,3,3,,,1,1,,0,2,2,4,3,,,2,1,1,2,3,,2,,,,,,,,,,,,54,2,,,,4,2,,2,,2,2,,,,,,,,11160.33333,65160.33333
,1,4032,3,2015,910.2799202,0,0,0,2400,0,0,0,0,0,0,0,5,1,4,1,3,,,2004,8,,,,,,,,,,,,,,,,,,,2,2,4,3,2,2,,,3,3,3,,,,1,,2,2,2,3,3,,99999998,,2,2,5,9,1,6,,,,,,,,,1,,,99999998,2,99999998,,,4,1,,3,,2,2,3,2,2,,,,,0,15036
,1,4036,3,2015,285.065849,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,2,,,,,,3000,,,,,,2,2,2,2,1,2,2,2,1,2,1,2,2,4,3,2,,,,3,4,4,,2,,2,4,1,1,2,3,2,,,3,2,1,3,5,,2,2,1,1,2,2,2,2,2,,,,,1,99999998,,,4,2,1,2,,1,2,,,,,,,,61786.66667,111786.6667
,1,4037,3,2015,798.241842,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,,,,,,3000,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,3,3,2,,,,1,,0,2,2,3,3,,,4,2,2,2,4,,2,,,,,,,,,,,,50,2,,,,4,2,,2,,2,2,,,,,,,,72212,95012
