Siduri,wave,s_seker,MisparPrat,MishkalPrat,MishkalOrech,MezahePrat,Leom,YachasKirvaKalkali,SafaNosefetIvrit,SafaNosefetAravit,SafaNosefetAnglit,SafaNosefetRusit,SafaNosefetZarfatit,SafaNosefetSfaradit,SafaNosefetIdish,SafaNosefetLoYodea,K_SemelMiktzLim1,K_SemelMiktzLim2,K_sug_mosad,K_ShnLimKlali,K_SafaIkarit,K_SfatEm,bmi,Dat1,DatAteist1,DatiutLoYehudi1,DatiutYehudi1,Gil1,Mazav1,MisparMeshivP1,Yachas1,NifkadGalKodemH1,MaonGan1,MaonGanYesodi1,BateySeferLamad1,BSYsh1,IvritDibur1,IvritKria1,IvritKtiva1,Kita1,KriaHanaa1,limudim1,MiktzLim1Asakim1,MiktzLim1MadaeiHevra1,MiktzLim2Asakim1,MiktzLim2MadaeiHevra1,TeudaEretz1,TeudaGvoha1,BeayaBriut1,BeayaMafria1,KoshiHalicha1,KoshiLehitrachetz1,KoshiLevush1,KoshiMB1,KoshiReia1,KoshiShmia1,KoshiZikaron1,MatzavBriut1,K_Gova,K_Mishkal,MisparAv,MisparEm,MisparAchrai,TchunatAvodaShvuit,TchunatAvodaBederechKlal,TchunatAvodaShnatit,ShaotBdk,SemelAnaf1,SemelAnafY1,SemelMishlach1,SemelMishlachY1,HaimMemune,HaimMenahel,ImutAnaf1,ImutAnafAgaf1,ImutMishlach1,Zminut1,SibaLoZamin1,ChipesChodesh1,MekomotAvoda1,MamadAvoda1,KamaKfufim1,MekabelSachar1,Yamim1,C_SachLemaase1,Oved351,MisraMelea1,IkaritPachot351,MikumAvoda11,AvadShana1,MamadAvoday1,MekabelSacharY1,YamimY1,ShaotAvodaY1,Oved35Y1,MisraMeleaY1,MikumAvodaY11,KamaAvadK1,SibaIkarit12Chod1,ChipesShana1,ShanaAzmai,Avad12Hodashim,BrutoSachir,AchnBruAvodKodem1,BrutoAzmaiShnati1,kamaAvadNYch,RechevChevra1,rechevkalul1,havraakalul1,matanakalul1,maanakkalul1,hishtatfutkalul1,tashlumacherkalul1,pitzuyimkalul1,pidyonkalul1,bituach1,misparhodashimbituah1,schumbituach1,achnsmartafut1,achnmeshekbayit1,achnshiurprati1,achnhartzaa1,achacherz1,misparhodashimsmartafut1,misparhodashimmeshekbayit1,misparhodashimshiurprati1,misparhodashimhartzaa1,misparhodashimachacher1,schumsmartafut1,schummeshekbayit1,schumachnshiurprati1,schumachnhartzaa1,schumachacherz1,kamaAvadN2,hatavotLoBBruto,SacShnati_LePratMeAvoda,Tlush1,Ofen_Mehush1,HashavAni1,KamaAvaddY1
2286,6,2018,5,1512.2024671,,01-04374-05,1,3,0,0,1,0,0,0,0,0,,,,4,1,1,20.281233099,1,,,,23,5,,3,1,,,1,,,,,,2,1,,,,,,2,2,,,,,,1,1,1,1,6,5,,,,1,9,,0,,,,,,,,,,,,,,,,,,0,,0,,,2,,,,,,,,0,6,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
2287,6,2018,1,743.87615852,1603.0869659,01-04375-01,1,1,0,0,1,0,0,0,0,0,6,,2,6,1,1,19.628264701,1,,,,35,1,,1,1,,,1,,,,,,1,1,,,,,1,4,2,,,,,,1,1,1,1,3,2,,,,1,1,2,40,K,,4,,2,,1,1,1,,,,1,1,,1,5,40,,0,,,,,,,,,,,0,,,,12,9073,0,0,12,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,108876,,,4,
2287,6,2018,6,766.28060363,2756.8629869,01-04375-06,1,2,0,0,1,0,0,0,0,0,10,15,2,6,1,1,29.054752066,1,,,4,33,1,,2,2,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,2,1,1,7,11,,,,1,1,2,45,J,,2,,2,,1,1,1,,,,1,1,,1,5,49,,0,,,,,,,,,,,0,,,,12,25000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,300000,2,,4,
2288,6,2018,2,767.48690322,2043.8954292,01-04376-02,1,1,1,0,0,0,0,0,0,0,,,,,5,5,,1,,,,13,,8,3,2,,,,1,,,,8,2,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,,8,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2288,6,2018,3,767.48690322,2043.8954292,01-04376-03,1,3,1,0,0,0,0,0,0,0,,,,,5,5,,1,,,,10,,8,3,2,,,,1,,,,5,2,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,,8,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2288,6,2018,4,767.48690322,2043.8954292,01-04376-04,1,3,1,0,0,0,0,0,0,0,,,,,5,5,,1,,,,9,,8,3,2,,,,1,,,,4,2,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,,8,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2288,6,2018,5,767.48690322,2043.8954292,01-04376-05,1,3,1,0,1,0,0,0,0,0,,,,,5,5,,1,,,,14,,8,3,2,,,,1,,,,9,2,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,,8,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2288,6,2018,6,767.48690322,2043.8954292,01-04376-06,1,3,1,0,0,0,0,0,0,0,,,,,5,5,,1,,,,12,,8,3,2,,,,1,,,,7,2,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,,8,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2288,6,2018,7,767.48690322,2043.8954292,01-04376-07,1,3,1,0,0,0,0,0,0,0,,,,,5,5,,1,,,,7,,8,3,2,,1,,1,,,,4,2,,,,,,,,,,,,,,1,1,1,1,99999998,99999998,,8,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2288,6,2018,8,687.26163239,2095.0647456,01-04376-08,1,3,0,0,0,0,0,0,0,0,,,,5,1,1,,1,,,1,34,1,,1,1,,,1,,,,,,1,1,,,,,,1,2,,,,,,1,1,1,1,99999998,99999998,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
2288,6,2018,9,767.48690322,2043.8954292,01-04376-09,1,3,1,0,0,0,0,0,0,0,,,,,5,5,,1,,,,6,,8,3,2,,1,,1,,,,1,,,,,,,,,,,,,,,1,1,1,1,99999998,99999998,,8,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2289,6,2018,1,838.57919127,1871.2768433,01-04378-01,2,1,1,0,0,0,0,0,0,0,,,,3,2,2,22.14532872,3,,2,,36,1,,1,1,,,1,,3,5,5,,1,1,,,,,,7,2,,,,,,1,1,1,1,6,5,,,,1,1,2,48,F,,7,,2,,,,,,,,1,1,,1,6,48,,0,,1,,,,,,,,,0,,,,12,10000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,120000,2,,4,
2289,6,2018,2,573.29919048,931.79957612,01-04378-02,2,2,1,0,0,0,0,0,0,0,,,,5,2,2,,3,,,,34,1,,2,1,,,1,,3,3,3,,2,1,,,,,,3,2,,,,,,1,1,1,1,99999998,99999998,,,,5,0,4,0,,,,,,,,,,1,,1,,,,,,0,,0,,,2,,,,,,,,0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,4,
2289,6,2018,3,618.64503441,852.8582296,01-04378-03,2,3,0,0,0,0,0,0,0,1,,,,,2,2,,3,,,,11,,1,3,2,,,,1,,,,6,2,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2289,6,2018,4,618.64503441,852.8582296,01-04378-04,2,3,0,0,0,0,0,0,0,1,,,,,2,2,,3,,,,9,,1,3,2,,,,1,,,,4,2,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
6023,6,2018,1,883.35459971,,01-04379-01,2,1,1,0,0,0,0,0,0,0,,,,4,2,2,23.30905307,3,,3,,28,1,,1,1,,,1,,3,3,3,,1,1,,,,,,2,2,,,,,,1,1,1,1,3,4,,,,6,0,5,0,,,,,,,,,,,,2,,,,,,0,,0,,,2,,,,,,,,0,5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,2,
2290,6,2018,2,674.93264168,2311.6828035,01-04380-02,1,1,0,0,1,0,1,0,0,0,,,,6,1,1,31.314566116,1,,,,61,1,,2,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,1,7,12,,,,2,1,2,45,F,,3,,2,,,,,,,,1,1,,1,5,27,,0,,2,,,,,,,,,0,,,,12,14000,0,0,12,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,168000,2,,4,
2290,6,2018,3,708.83537661,1314.4266221,01-04380-03,1,2,0,0,1,0,0,0,0,0,,,,5,1,1,19.051973784,1,,,4,62,1,,1,1,,,1,,,,,,2,1,,,,,,1,2,,,,,,1,1,1,1,4,3,,,,2,1,2,40,P,,5,,2,,1,1,1,,,,1,1,,1,5,24,,0,,,,,,,,,,,0,,,,12,7627,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,91524,2,,4,
2291,6,2018,1,398.84230315,,01-04381-01,1,1,0,0,1,0,0,0,0,0,3,,3,5,1,1,25.737081415,1,,,5,34,5,,1,1,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,2,1,9,11,,,,1,1,2,50,S,,2,,1,1,1,2,,,,,1,1,10,3,6,70,,0,,3,,,,,,,,,0,,,,12,5000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,1,0,0,0,0,1,0,0,0,0,400,,0,60400,2,,2,
2291,6,2018,3,425.44570857,,01-04381-03,1,3,0,0,1,0,0,0,0,0,3,,3,6,1,1,,1,,,,34,5,,17,1,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,2,1,6,99999998,,,,3,1,2,998,S,,2,,1,99999998,,,,,,,2,99999998,45,3,6,998,1,0,,2,,,,,,,,,0,,,,12,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,1,0,0,0,0,6,0,0,0,0,600,,0,3600,,,4,
6418,6,2018,4,175.53265017,,01-04381-04,1,1,1,0,0,0,0,0,0,0,4,3,2,6,7,4,21.077195228,1,,,5,34,1,,1,1,,,1,,1,1,1,,2,1,,,,,1,4,2,,,,,,1,1,1,1,4,4,,,,3,4,1,998,P,,2,,2,,,,,,,,2,1,,1,9,998,2,0,7,2,,,,,,,,,0,,,,9,2763.5,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,24871.5,,,4,
5297,6,2018,1,180.84597913,,01-04382-01,1,1,0,0,1,0,0,0,0,0,5,,4,5,1,1,23.225431848,1,,,,34,1,,1,1,,,1,,,,,,1,1,,,,,1,4,2,,,,,,1,1,1,1,5,5,,,,1,1,2,50,N,,1,,1,3,1,1,1,,,,1,1,30,1,5,50,,0,,,,,,,,,,,0,,,,12,27000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,324000,2,,1,
2293,6,2018,1,804.2416646,1015.2832409,01-04385-01,1,1,0,0,0,0,0,0,0,0,5,,1,6,1,1,,1,,,,65,1,,1,1,,,1,,,,,,3,1,,,,,1,5,1,3,1,1,1,1,1,1,1,2,4,99999998,,,,2,1,2,39,Q,,2,,2,,1,1,1,,,,1,1,,1,5,10,,0,,,,,,,,,,,0,,,,12,17548.916667,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,210587,,,4,
2293,6,2018,2,772.58580555,708.46017349,01-04385-02,1,2,1,0,1,0,0,0,0,0,10,,1,6,1,13,25.510204082,1,,,5,67,1,,2,1,,,1,,1,1,1,,1,1,,,,,1,4,2,,,,,,1,1,1,1,5,7,,,,1,1,2,35,N,,4,,2,,2,,,,,,1,1,,1,5,35,,0,,2,,,,,,,,,8,,,,12,10164.194444,20328.388889,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,203283.88889,,,4,
2296,6,2018,1,846.03296079,1535.385939,01-04392-01,1,1,0,0,1,0,0,0,0,0,14,,2,6,1,1,,1,,,,34,1,,1,1,,,1,,,,,,1,1,,,,,1,4,1,3,1,1,1,1,1,1,1,2,4,99999998,,,,1,1,2,44,C,,2,,2,,,,,,,,1,1,,1,5,44,,0,,2,,,,,,,,,0,,,,12,11000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,132000,2,,4,
2296,6,2018,2,866.83870091,2092.3417838,01-04392-02,1,2,0,0,1,0,0,0,0,0,14,,2,6,1,1,26.566839754,1,,,5,35,1,,2,1,,,1,,,,,,1,1,,,,,1,4,2,,,,,,1,1,1,1,8,10,,,,1,1,2,44,M,,3,,2,,1,1,1,,,,1,1,,1,5,44,,0,,,,,,,,,,,0,,,,12,12223,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,146676,1,,4,
2300,6,2018,1,916.51367923,,01-04396-01,1,1,1,0,0,0,0,0,0,0,,,,4,1,4,24.341758286,1,,,1,56,3,,1,2,,,1,,1,1,1,,3,1,,,,,,2,1,2,3,1,1,2,2,2,1,3,3,5,,,,1,1,2,60,N,,9,,2,,,,,,,,1,1,,2,5,60,,0,,1,,,,,,,,,10,,,,12,7000,5500,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,69000,2,,1,
5746,6,2018,2,413.59601699,,01-04396-02,1,1,0,0,1,0,0,0,0,0,,,,5,1,1,21.8299522,1,,,,33,1,,1,1,,,1,,,,,,5,1,,,,,,3,2,,,,,,1,1,1,1,4,4,,,,1,1,1,40,K,,4,,2,,1,2,,,,,1,1,,1,5,40,,0,,1,,,,,,,,,0,,,,8,8100,0,0,8,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,300,65100,2,,4,
2301,6,2018,1,2603.7549929,2651.5109394,01-04397-01,1,1,0,0,1,0,0,0,0,0,14,,1,6,1,1,21.499596883,1,,,5,34,1,,1,1,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,1,1,8,7,,,,1,1,2,45,J,,2,,1,1,1,1,1,,,,1,1,6,1,5,45,,0,,,,,,,,,,,0,,,,12,35000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,420000,2,,4,
2301,6,2018,5,2550.5179884,2788.3504974,01-04397-05,1,2,0,0,1,0,0,1,0,0,6,,1,5,1,1,19.591836735,1,,,,33,1,,2,1,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,1,1,7,5,,,,1,1,2,45,S,,3,,2,,1,1,1,,,,1,1,,1,5,45,,0,,,,,,,,,,,0,,,,12,8000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,96000,2,,4,
6734,6,2018,4,853.83444978,,01-04398-04,1,1,0,0,1,0,0,0,0,0,7,,2,6,1,1,22.038567493,1,,,5,28,5,,1,1,,,1,,,,,,3,2,,,,,1,5,2,,,,,,1,1,1,1,5,5,,,,1,1,1,45,M,,2,,2,,2,,,,,,1,1,,1,5,55,,0,,1,,,,,,,,,4,,,,9,9371,2000,0,5,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,54855,1,,4,
2303,6,2018,1,826.466448,2148.2210271,01-04399-01,1,1,0,0,1,0,0,0,0,0,,,,5,1,1,19.591836735,1,,,5,34,1,,1,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,1,7,5,,,,1,1,2,35,P,,5,,2,,2,,,,,,1,1,,1,6,35,,0,,1,,,,,,,,,0,,,,12,3950,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,47400,2,,4,
2303,6,2018,2,809.2678351,2810.1960176,01-04399-02,1,2,0,0,1,0,0,0,0,0,,,,5,1,1,21.678806798,1,,,,36,1,,2,1,,,1,,,,,,1,1,,,,,,3,2,,,,,,1,1,1,1,9,8,,,,3,3,2,998,J,,3,,2,,1,1,1,,,,1,2,,,9,998,2,0,,,,,,,,,,,0,,,2019,12,0,0,240000,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,240000,,1,4,
2303,6,2018,3,688.14361165,1157.0938059,01-04399-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,7,,1,3,2,,1,,1,,,,2,3,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
5299,6,2018,1,548.05445528,,01-04402-01,1,2,0,0,1,0,0,0,0,0,7,,2,6,1,1,27.43484225,1,,,,34,1,,1,1,,,1,,,,,,2,1,,,,,1,4,2,,,,,,1,1,1,2,4,7,,,,6,0,1,0,,P,,2,,,,,,,,2,,,,,,0,,0,,,1,1,1,5,45,,,2,0,,2,,3,5000,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15000,2,,4,3
2306,6,2018,1,1338.8497484,,01-04403-01,2,1,1,0,1,0,0,0,0,0,,,,4,2,2,33.05785124,3,,2,,37,1,,1,1,,,1,,2,2,2,,2,1,,,,,,1,2,,,,,,2,1,2,1,5,11,,,,1,1,2,45,F,,7,,2,,,,,,,,1,1,,1,5,45,,0,,3,,,,,,,,,0,,,,12,8000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,96000,2,,1,
2306,6,2018,3,987.70963709,,01-04403-03,2,3,1,0,0,0,0,0,0,0,,,,,2,2,,3,,,,8,,1,3,2,,,,1,,,,3,1,2,,,,,,,,,,,,,1,1,1,1,99999999,99999999,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2306,6,2018,4,987.70963709,,01-04403-04,2,3,0,0,0,0,0,0,0,1,,,,,2,2,,3,,,,6,,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,2,1,3,3,99999998,99999998,1,2,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2308,6,2018,1,935.03721372,2042.0057993,01-04405-01,1,1,0,0,1,0,0,0,0,0,5,3,2,6,1,1,25.249337205,1,,,5,34,5,,1,1,,,1,,,,,,4,1,,,,,,2,2,,,,,,1,1,1,1,7,9,,,,1,1,2,97,R,,3,,1,1,1,1,1,,,,1,1,2,1,7,49,,0,,,,,,,,,,,0,,,,12,11000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,132000,2,,4,
2309,6,2018,1,826.19161836,,01-04406-01,1,1,0,1,1,0,0,0,0,0,,,,5,1,1,23.4375,1,,,3,34,3,,1,2,,,1,,,,,,2,1,,,,,,1,2,,,,,,1,1,1,1,4,5,,,,1,1,2,35,Q,,5,,2,,,,,,,,1,1,,1,5,35,,0,,2,,,,,,,,,0,,,,12,5180,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,62160,2,,1,
2309,6,2018,2,753.45730655,,01-04406-02,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,6,,1,3,2,,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2309,6,2018,3,753.45730655,,01-04406-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,10,,1,3,2,,,,1,,,,4,2,2,,,,,,,,,,,,,1,1,1,1,1,1,,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2309,6,2018,4,753.45730655,,01-04406-04,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,8,,1,3,2,,,,1,,,,2,2,2,,,,,,,,,,,,,1,1,1,1,1,1,,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2310,6,2018,1,473.81093225,,01-04407-01,1,3,0,0,1,0,0,0,0,0,,,,,1,1,,1,,,5,34,1,,1,1,,,,,,,,,,,,,,,,,2,,,,,,99999999,99999999,99999999,99999999,99999999,99999999,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2312,6,2018,1,268.78551799,,01-04411-01,1,1,0,0,1,0,0,0,0,0,6,,2,5,1,1,23.661438615,1,,,5,34,1,,1,2,,,1,,,,,,2,1,1,,,,1,4,2,,,,,,1,1,1,1,6,7,,,,1,1,2,60,F,,1,,1,1,,,,,,,1,1,10,1,5,70,,0,,2,,,,,,,,,0,,,,12,14500,0,0,12,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,174000,2,,1,
6376,6,2018,1,3012.7781971,,01-04420-01,1,1,0,0,0,0,0,0,0,1,,,,3,1,1,20.936639118,1,,,3,34,5,,1,1,,,1,,,,,,1,1,,,,,,7,1,1,3,2,2,3,1,2,3,3,5,4,,,,2,2,2,20,Q,,5,,2,,1,1,1,,,,1,1,,1,5,12,,1,,,,,,,,,,,0,,,,12,2000,0,0,12,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,24000,2,,1,
2320,6,2018,1,823.78938792,,01-04422-01,1,1,0,0,0,0,0,0,0,1,,,,5,1,1,22.65625,1,,,1,35,1,,1,1,,,1,,,,,,2,1,,,,,,3,2,,,,,,1,1,1,1,4,4,,,,2,3,2,33,,,,,2,,1,1,1,,,,1,1,,1,5,33,,2,,,,,,,,,,,0,,,,12,6500,0,0,12,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,78000,2,,4,
2320,6,2018,2,938.65693955,,01-04422-02,1,2,0,0,0,0,0,0,0,1,,,,6,1,1,22.985397512,1,,,,34,1,,2,2,,,1,,,,,,3,1,,,,,,1,1,2,1,1,1,1,1,1,1,2,6,6,,,,3,1,2,998,H,,8,,2,,,,,,,,1,1,,1,9,998,1,0,,1,,,,,,,,,0,,,,12,11000,0,0,12,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,132000,2,,4,
2320,6,2018,3,742.24369079,,01-04422-03,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,11,,1,3,2,,,,1,,,,6,4,2,,,,,,,,,,,,,2,1,1,1,99999998,99999998,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2320,6,2018,4,742.24369079,,01-04422-04,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,10,,1,3,2,,,,1,,,,5,4,2,,,,,,,,,,,,,1,1,1,1,99999998,1,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
2320,6,2018,5,742.24369079,,01-04422-05,1,3,0,0,0,0,0,0,0,1,,,,,1,1,,1,,,,8,,1,3,2,,,,1,,,,3,2,2,,,,,,,,,,,,,1,1,1,1,99999998,99999998,2,1,,,0,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,
